psim7,YieldEffect,model
2.354819030928637,-0.00862702118835209,WT_Jul_cor40
2.3742606055734825,-0.009885442832474056,WT_Jul_cor40
2.3949954613592057,-0.010719425321425946,WT_Jul_cor40
2.4162994441577137,-0.011833648115975166,WT_Jul_cor40
2.4383399885450587,-0.012834989470840493,WT_Jul_cor40
2.460800283197764,-0.01346064088402471,WT_Jul_cor40
2.4851374791722716,-0.015571890949593551,WT_Jul_cor40
2.510716131903759,-0.017053206640067417,WT_Jul_cor40
2.5370033562795946,-0.018375325659117283,WT_Jul_cor40
2.5650527840425696,-0.02055986262742527,WT_Jul_cor40
2.595074650287601,-0.022569467136014924,WT_Jul_cor40
2.6269765188148795,-0.024428156152343585,WT_Jul_cor40
2.663070291634649,-0.026951632918924256,WT_Jul_cor40
2.700977352237925,-0.02959780328076486,WT_Jul_cor40
2.742979563210605,-0.03121238281542018,WT_Jul_cor40
2.7919218510858843,-0.03369310354469686,WT_Jul_cor40
2.8498675902397665,-0.03895271559534542,WT_Jul_cor40
2.920166110353061,-0.04542535516685672,WT_Jul_cor40
3.0167771333512867,-0.0545858219097623,WT_Jul_cor40
3.1610836637574966,-0.07087494496102326,WT_Jul_cor40
4.260621724944809,-0.12109260039635167,WT_Jul_cor40
-0.186424763325308,-0.03994431124208724,WT_Jul_cor50
0.7290708466708464,-0.010610624510035502,WT_Jul_cor50
0.8687580472010064,0.001221053147803193,WT_Jul_cor50
0.9499497223390776,0.004871216431744256,WT_Jul_cor50
1.0128332591445153,0.007306538941697152,WT_Jul_cor50
1.0649211471256756,0.00982964476684526,WT_Jul_cor50
1.109147041547859,0.011118245252686454,WT_Jul_cor50
1.1486176392289522,0.012732010730225854,WT_Jul_cor50
1.1865286275201787,0.01376670346243631,WT_Jul_cor50
1.2185423108839597,0.014196067418069218,WT_Jul_cor50
1.2477352630829492,0.014818217671030719,WT_Jul_cor50
1.2749064486388249,0.014986243949911368,WT_Jul_cor50
1.3002580818371203,0.016154753423181373,WT_Jul_cor50
1.324936792086442,0.01691651328183294,WT_Jul_cor50
1.3482981387887936,0.01814513539490055,WT_Jul_cor50
1.3703086149717003,0.01836383367276459,WT_Jul_cor50
1.3912115286101951,0.01810251927309329,WT_Jul_cor50
1.4116115822560236,0.018391336840241523,WT_Jul_cor50
1.4310596137642806,0.018546709012253394,WT_Jul_cor50
1.4499239162655315,0.01855628997300668,WT_Jul_cor50
1.4679388836662788,0.018836405150296526,WT_Jul_cor50
1.4848473041065993,0.01875492585071322,WT_Jul_cor50
1.502293556152988,0.018763465287451334,WT_Jul_cor50
1.5199310730372035,0.018944799227717406,WT_Jul_cor50
1.5360489285772538,0.018571869071083255,WT_Jul_cor50
1.5521376212191969,0.018154818527883435,WT_Jul_cor50
1.5674999861139636,0.017951918295303494,WT_Jul_cor50
1.5826540400629476,0.01801891310204088,WT_Jul_cor50
1.5975531325760468,0.017904574438792988,WT_Jul_cor50
1.6129953633146816,0.0175869534071822,WT_Jul_cor50
1.6268899052632064,0.017285880773631336,WT_Jul_cor50
1.6414052536880823,0.016937215957148782,WT_Jul_cor50
1.656131936471184,0.016650409056993047,WT_Jul_cor50
1.670459646451025,0.016275668677977292,WT_Jul_cor50
1.6845485621540173,0.01648357417595213,WT_Jul_cor50
1.6985190722019832,0.016148418596157794,WT_Jul_cor50
1.7122764614010242,0.016083794949928586,WT_Jul_cor50
1.726008323589968,0.01508149588559559,WT_Jul_cor50
1.7393573979233006,0.014678174207623164,WT_Jul_cor50
1.7522256966111065,0.01444836280160728,WT_Jul_cor50
1.7661553843851086,0.014448648610385834,WT_Jul_cor50
1.778732482175041,0.014113557714183739,WT_Jul_cor50
1.792801828596047,0.0138895208261837,WT_Jul_cor50
1.8059903214056865,0.013663810895907402,WT_Jul_cor50
1.8186094344019137,0.013363611748082635,WT_Jul_cor50
1.831348464611162,0.013264478099433354,WT_Jul_cor50
1.844297783166527,0.012895668110807793,WT_Jul_cor50
1.857010378022513,0.012523777659690233,WT_Jul_cor50
1.870271826699937,0.012509154428136854,WT_Jul_cor50
1.8829872483639505,0.011846134064572508,WT_Jul_cor50
1.895390911802256,0.0113195425146259,WT_Jul_cor50
1.9085049463850288,0.010829595797652934,WT_Jul_cor50
1.9211946118427423,0.01050818830512211,WT_Jul_cor50
1.933747701539904,0.0100087658271647,WT_Jul_cor50
1.9467595679747003,0.009575470521590024,WT_Jul_cor50
1.959694280878444,0.00946486240557768,WT_Jul_cor50
1.9724248546223204,0.008747070348960773,WT_Jul_cor50
1.985140329384982,0.007978423927773544,WT_Jul_cor50
1.9981861195725112,0.007491467244361838,WT_Jul_cor50
2.0113605739216025,0.0068015143724714025,WT_Jul_cor50
2.024465282044629,0.006292104786842778,WT_Jul_cor50
2.0376888822248165,0.005126118251552167,WT_Jul_cor50
2.0509891393911457,0.004541903484484758,WT_Jul_cor50
2.0642929282742353,0.0041707835697653226,WT_Jul_cor50
2.0780053507416247,0.00416877723175163,WT_Jul_cor50
2.091879898865704,0.003563846276805102,WT_Jul_cor50
2.106661486725264,0.0026162064062481144,WT_Jul_cor50
2.1209489046679053,0.0022258960453511514,WT_Jul_cor50
2.1358431279110386,0.0013444747461798662,WT_Jul_cor50
2.1502453113150697,0.00042634038510295375,WT_Jul_cor50
2.165708566466326,-1.4825697613759375e-4,WT_Jul_cor50
2.1808764673458283,-0.002575595507101902,WT_Jul_cor50
2.1967941682593293,-0.0023313783871140095,WT_Jul_cor50
2.2125128304080928,-0.003381267941674787,WT_Jul_cor50
2.227821247432054,-0.005236491664567584,WT_Jul_cor50
2.244493444725226,-0.006215960577355642,WT_Jul_cor50
2.2611506021302725,-0.0076265150830076706,WT_Jul_cor50
2.2781073671660375,-0.008446420083825797,WT_Jul_cor50
2.295189424355504,-0.00984308915588146,WT_Jul_cor50
2.312869967994832,-0.011234132087675219,WT_Jul_cor50
2.331717137772878,-0.011678619676211498,WT_Jul_cor50
2.350373941501786,-0.012811755314769878,WT_Jul_cor50
2.369754589043012,-0.014111680185101436,WT_Jul_cor50
2.3895395556401167,-0.015362624285269976,WT_Jul_cor50
2.410272166929372,-0.01679041637809513,WT_Jul_cor50
2.432578212028707,-0.018310175369700015,WT_Jul_cor50
2.454737747059203,-0.020318487345048823,WT_Jul_cor50
2.4785073627835725,-0.022156520100088097,WT_Jul_cor50
2.502958808680076,-0.023657123640304163,WT_Jul_cor50
2.528865290857442,-0.026149099834889483,WT_Jul_cor50
2.5569800095868693,-0.029141618730873255,WT_Jul_cor50
2.588335545486254,-0.03180169288991788,WT_Jul_cor50
2.6217462245617313,-0.03470893436994955,WT_Jul_cor50
2.6608085448265286,-0.038904698838988915,WT_Jul_cor50
2.702075379194335,-0.04198134883607813,WT_Jul_cor50
2.7493640230117005,-0.04578949077287626,WT_Jul_cor50
2.8055768240430066,-0.051778977012016475,WT_Jul_cor50
2.876606128075697,-0.05936834933669855,WT_Jul_cor50
2.9688781537994005,-0.07084896379566882,WT_Jul_cor50
3.111041705840897,-0.09066560661982179,WT_Jul_cor50
4.129905324072937,-0.17473559664858068,WT_Jul_cor50
-0.06703593262660412,-0.06606862604146305,WT_Jul_cor60
0.8030483729517366,-0.015474983107570596,WT_Jul_cor60
0.9293260046793026,-0.004626236262734312,WT_Jul_cor60
1.0066083302812896,0.0020515674564397235,WT_Jul_cor60
1.065573910939761,0.005318568238856319,WT_Jul_cor60
1.1142031146957718,0.010093845923593928,WT_Jul_cor60
1.1561386120285833,0.013867769140244388,WT_Jul_cor60
1.192582022492807,0.016654458074347817,WT_Jul_cor60
1.225759932874679,0.017785923544659854,WT_Jul_cor60
1.254423082744165,0.018836557696628245,WT_Jul_cor60
1.2824821067892884,0.020162284208129697,WT_Jul_cor60
1.308473913363824,0.021404530441105338,WT_Jul_cor60
1.3330685286204762,0.022547588810160196,WT_Jul_cor60
1.3560907519116294,0.023609668885732543,WT_Jul_cor60
1.377814031131364,0.02471265891264772,WT_Jul_cor60
1.3985193694843827,0.025317744396992248,WT_Jul_cor60
1.4181222222332306,0.026113791555730376,WT_Jul_cor60
1.4374132775615969,0.02617770168932329,WT_Jul_cor60
1.455973462372262,0.02595220385295012,WT_Jul_cor60
1.4734745603887809,0.02625348434360139,WT_Jul_cor60
1.491216834029215,0.026182310335619477,WT_Jul_cor60
1.5088868492676852,0.02637785918675209,WT_Jul_cor60
1.5246872513503131,0.02631411669174759,WT_Jul_cor60
1.5395691670964888,0.026183968424062565,WT_Jul_cor60
1.5551435240669036,0.026176768576621254,WT_Jul_cor60
1.569896859002729,0.025939666671092237,WT_Jul_cor60
1.5843430563562824,0.025969457039803898,WT_Jul_cor60
1.5993441000248247,0.025774555069517535,WT_Jul_cor60
1.613399541192499,0.025595109032121713,WT_Jul_cor60
1.6276706869030924,0.025833441000235866,WT_Jul_cor60
1.6416108205881097,0.025628450791747914,WT_Jul_cor60
1.655614116463164,0.025453385465474862,WT_Jul_cor60
1.6694830381891563,0.025228587163860783,WT_Jul_cor60
1.6823827674032994,0.02490283039371459,WT_Jul_cor60
1.6948887519546552,0.02440375701341009,WT_Jul_cor60
1.7082196771971936,0.02444669375215297,WT_Jul_cor60
1.7212574452831946,0.02420988470167304,WT_Jul_cor60
1.7333023642057634,0.023890607670781383,WT_Jul_cor60
1.7455164976318454,0.02381820594856389,WT_Jul_cor60
1.7577965646332523,0.023535436163680132,WT_Jul_cor60
1.7705125388723637,0.023837510471467704,WT_Jul_cor60
1.7825894223476138,0.02348834128226583,WT_Jul_cor60
1.7948763494988866,0.0234560271158359,WT_Jul_cor60
1.8074640588549995,0.023342233153094916,WT_Jul_cor60
1.8199925345179049,0.022869361287544965,WT_Jul_cor60
1.8323568293773809,0.022213115461582736,WT_Jul_cor60
1.8439355878391681,0.02104980336518253,WT_Jul_cor60
1.856140321433756,0.019918646387836567,WT_Jul_cor60
1.8682433673244387,0.01951373948980227,WT_Jul_cor60
1.8806208437836,0.019281062967948695,WT_Jul_cor60
1.892723448767975,0.018604679204321392,WT_Jul_cor60
1.9047310452573225,0.017859984781042892,WT_Jul_cor60
1.9168405414303649,0.016920109557743673,WT_Jul_cor60
1.929737614907199,0.01663113003660721,WT_Jul_cor60
1.9418917013848311,0.01601851381664822,WT_Jul_cor60
1.954183973579704,0.014584485547165793,WT_Jul_cor60
1.9665710956133264,0.01355476582608904,WT_Jul_cor60
1.9789607149994837,0.013021535060908751,WT_Jul_cor60
1.9915306258346743,0.01236556273747337,WT_Jul_cor60
2.004289252257312,0.011337562119584088,WT_Jul_cor60
2.01734932775599,0.01051604810932498,WT_Jul_cor60
2.0300033525449876,0.009376590420670822,WT_Jul_cor60
2.042378837956774,0.008826134631215718,WT_Jul_cor60
2.055213240350327,0.008104158091020566,WT_Jul_cor60
2.068624285025352,0.006663908720647288,WT_Jul_cor60
2.0817245538995337,0.004965602083599058,WT_Jul_cor60
2.095034521691062,0.003288525006588952,WT_Jul_cor60
2.108347156846829,0.0010649834608249392,WT_Jul_cor60
2.121792118252045,2.584422755785992e-4,WT_Jul_cor60
2.1355421458758603,-0.0021166502705041307,WT_Jul_cor60
2.149362162443328,-0.0038999593911425157,WT_Jul_cor60
2.1639669489013005,-0.006133727602278406,WT_Jul_cor60
2.1783566985836096,-0.00805952720805081,WT_Jul_cor60
2.1926641122919905,-0.009530876753173989,WT_Jul_cor60
2.2079003252808205,-0.011218317064840617,WT_Jul_cor60
2.223384967604301,-0.012853376601590354,WT_Jul_cor60
2.2388514949537814,-0.013853609023276751,WT_Jul_cor60
2.2547267500090538,-0.01547889372970334,WT_Jul_cor60
2.270636380303384,-0.016597679957201378,WT_Jul_cor60
2.287780644740067,-0.018359487685907762,WT_Jul_cor60
2.3053705642203144,-0.020720505377622177,WT_Jul_cor60
2.3231207110129644,-0.021918737380157344,WT_Jul_cor60
2.341603631304269,-0.023626246783144123,WT_Jul_cor60
2.3613181976824613,-0.02555830257734261,WT_Jul_cor60
2.38164698495413,-0.027169187477012836,WT_Jul_cor60
2.4031680946182967,-0.029520370678005302,WT_Jul_cor60
2.425297000896644,-0.032353647478776226,WT_Jul_cor60
2.447763112728478,-0.035132085472930466,WT_Jul_cor60
2.47148684333178,-0.03744317505968074,WT_Jul_cor60
2.4976700302145995,-0.0395512164644244,WT_Jul_cor60
2.526589673362469,-0.042857516146845284,WT_Jul_cor60
2.5567056785990308,-0.04716488634760907,WT_Jul_cor60
2.5881038433709698,-0.05096864214248491,WT_Jul_cor60
2.621750578455603,-0.054587122810276,WT_Jul_cor60
2.661013838468844,-0.05991560714667957,WT_Jul_cor60
2.7070046993090364,-0.0663417184892804,WT_Jul_cor60
2.7604706875405123,-0.07495939426425692,WT_Jul_cor60
2.8260654305258983,-0.08231814767316972,WT_Jul_cor60
2.9172922110460284,-0.09334559368513312,WT_Jul_cor60
3.0553316623176636,-0.12379485438654564,WT_Jul_cor60
3.953754500776367,-0.19039042177407312,WT_Jul_cor60
-0.03688176593993031,-0.13863104706611645,WT_Jul_cor70
0.8880543250645003,-0.028181788566640206,WT_Jul_cor70
0.9970647112155308,-0.0022388204997507155,WT_Jul_cor70
1.0689716483308311,0.006477732397941138,WT_Jul_cor70
1.125324113211188,0.012634880835274004,WT_Jul_cor70
1.1688501057398408,0.020971408038210043,WT_Jul_cor70
1.2072291853398245,0.02647063917648132,WT_Jul_cor70
1.2393326586036912,0.02905827671666275,WT_Jul_cor70
1.2703030425546755,0.03240595766333851,WT_Jul_cor70
1.296256779233249,0.03383990562493769,WT_Jul_cor70
1.3226737523009937,0.03490539438317941,WT_Jul_cor70
1.3455774794292197,0.0364387789085667,WT_Jul_cor70
1.3678514086149829,0.03783939473352382,WT_Jul_cor70
1.3893397612835985,0.0389984643957407,WT_Jul_cor70
1.409685205135338,0.04143291553351364,WT_Jul_cor70
1.4279299752722232,0.042315001007043884,WT_Jul_cor70
1.4468857709591678,0.043305623605431054,WT_Jul_cor70
1.4644841064480456,0.04429423310954808,WT_Jul_cor70
1.4809985497427456,0.04460144169583391,WT_Jul_cor70
1.497253206112768,0.04461534664457534,WT_Jul_cor70
1.5132096668002928,0.04496052694462915,WT_Jul_cor70
1.5282776479412297,0.045551475923055446,WT_Jul_cor70
1.5427427990565437,0.04484756430785905,WT_Jul_cor70
1.5566483114230627,0.04454599075784885,WT_Jul_cor70
1.570871293044127,0.0448655838184146,WT_Jul_cor70
1.5849401887047982,0.044885143796465715,WT_Jul_cor70
1.5980303656635275,0.04529313444404498,WT_Jul_cor70
1.612097329952464,0.04525310561154508,WT_Jul_cor70
1.6252982172904449,0.04533161656323195,WT_Jul_cor70
1.6379634121466684,0.04494522241827187,WT_Jul_cor70
1.6507848543280057,0.04446540931767931,WT_Jul_cor70
1.6642248651933005,0.044432956498106524,WT_Jul_cor70
1.6769550778447326,0.04384464519329265,WT_Jul_cor70
1.6895668140254012,0.043314296307367384,WT_Jul_cor70
1.701465423896482,0.04296886639356062,WT_Jul_cor70
1.7135252977119593,0.04239138816185184,WT_Jul_cor70
1.7256602671519716,0.04199962494163492,WT_Jul_cor70
1.7377271193218888,0.04076334829866976,WT_Jul_cor70
1.7500044622760502,0.03923704680115009,WT_Jul_cor70
1.762078730041625,0.038481442726973986,WT_Jul_cor70
1.7735499030796522,0.03778186625971272,WT_Jul_cor70
1.7849267667823925,0.037210829923293026,WT_Jul_cor70
1.7968021750455376,0.036535302624449206,WT_Jul_cor70
1.8087958855354924,0.035975503762144756,WT_Jul_cor70
1.8202788176156943,0.035693897358988036,WT_Jul_cor70
1.8314623230277476,0.034510157341938325,WT_Jul_cor70
1.8429961965092587,0.032947494481909034,WT_Jul_cor70
1.8543458486582347,0.03198422233848361,WT_Jul_cor70
1.8656849697987756,0.03132821053771423,WT_Jul_cor70
1.8772119711137412,0.029914484069030384,WT_Jul_cor70
1.8885521480944003,0.029007739896352247,WT_Jul_cor70
1.8999971748338085,0.028284190552057886,WT_Jul_cor70
1.911704013696742,0.02742536092927994,WT_Jul_cor70
1.922935237322845,0.02670279465509942,WT_Jul_cor70
1.9339051783796,0.025566666481742523,WT_Jul_cor70
1.9455999974371232,0.0244675851209947,WT_Jul_cor70
1.957368775589144,0.02273466827366985,WT_Jul_cor70
1.9698061957933957,0.02083819918512414,WT_Jul_cor70
1.9819861979374536,0.018821303725442134,WT_Jul_cor70
1.9939461181223457,0.01641815296355123,WT_Jul_cor70
2.006053675222588,0.013788320271688664,WT_Jul_cor70
2.0178355933265677,0.009814871680162623,WT_Jul_cor70
2.0299621608997462,0.007638866945104961,WT_Jul_cor70
2.0423250900136853,0.005333091920614236,WT_Jul_cor70
2.054533157376526,0.002069820546734047,WT_Jul_cor70
2.0675961248083112,2.9189932138395935e-4,WT_Jul_cor70
2.0802085940432335,-0.0016738009173587198,WT_Jul_cor70
2.0932077805820577,-0.0038066959779343157,WT_Jul_cor70
2.106325524620073,-0.0063442165600076095,WT_Jul_cor70
2.119003038054725,-0.007249242156375818,WT_Jul_cor70
2.132516896491602,-0.008506421206469827,WT_Jul_cor70
2.1463927694708653,-0.009878847976294153,WT_Jul_cor70
2.1596597541759133,-0.012392954473662149,WT_Jul_cor70
2.173480000828265,-0.014515690978418455,WT_Jul_cor70
2.188223427786716,-0.017691631852503997,WT_Jul_cor70
2.203712310470549,-0.021634706886318994,WT_Jul_cor70
2.218465899221313,-0.024412960510140164,WT_Jul_cor70
2.234333730551697,-0.02657133187231077,WT_Jul_cor70
