psim7,YieldEffect,bootN
0.1589429931640625,-0.29721014579694177,1
0.6791209716796875,-0.18328231930182987,1
0.799322998046875,-0.1504620925150106,1
0.8799099731445312,-0.12786964605314857,1
0.938823974609375,-0.09245302992036647,1
0.987448974609375,-0.07504715605898982,1
1.0265550537109376,-0.041983971059023406,1
1.0622330322265625,-0.019304266575774387,1
1.0937900390625,-0.012258337801980879,1
1.1217259521484375,-0.0010048019187520185,1
1.148969970703125,0.006929332005032152,1
1.1755780029296874,0.012269000608223668,1
1.199987060546875,0.016691530596037785,1
1.2238499755859376,0.021411777443196944,1
1.2456619873046875,0.024712563264383702,1
1.267166015625,0.029186855270808665,1
1.287656982421875,0.031850595572499474,1
1.3080989990234375,0.036086186031556555,1
1.3277969970703125,0.03682049533733772,1
1.34689794921875,0.037134593245133296,1
1.3645469970703126,0.03849969334069847,1
1.3814649658203124,0.04071346539716997,1
1.3989959716796876,0.04370837993005011,1
1.4159410400390624,0.04451217488155429,1
1.4329329833984374,0.046080753995442814,1
1.4499410400390624,0.047732736580784085,1
1.4677159423828126,0.049722732468487574,1
1.485948974609375,0.04973177508872184,1
1.5043160400390625,0.04913144016811538,1
1.5231240234375,0.049602694680010495,1
1.542238037109375,0.0494576045241466,1
1.5615980224609376,0.04878377872404793,1
1.5810770263671876,0.04512661910130772,1
1.6000040283203125,0.0456373700532543,1
1.6196800537109375,0.0457621300905211,1
1.639508056640625,0.045718103032263535,1
1.6590999755859375,0.04580276778341258,1
1.6788360595703125,0.042459307284468895,1
1.6984310302734376,0.041896270358466714,1
1.7171080322265626,0.040075188063506184,1
1.7369830322265625,0.038179554633514634,1
1.7564520263671874,0.0377467268052567,1
1.7748790283203124,0.03604488161364838,1
1.79352197265625,0.035380801083532365,1
1.811883056640625,0.03495168670069421,1
1.8310439453125,0.03268445852313845,1
1.8499549560546875,0.03246586419323205,1
1.8687259521484374,0.031202911294561264,1
1.8875810546875,0.0311940947446257,1
1.90714501953125,0.0316725782329349,1
1.926739990234375,0.03012100255484007,1
1.9465660400390625,0.02928048440424419,1
1.96660205078125,0.02892482653320333,1
1.9873470458984375,0.02774936146313589,1
2.008592041015625,0.02587803829172597,1
2.030251953125,0.025345335835519678,1
2.050882080078125,0.023397050833716015,1
2.07331005859375,0.022300130577681487,1
2.0956650390625,0.018670684010445138,1
2.118780029296875,0.015431661123467999,1
2.14247412109375,0.014509771864758103,1
2.16709912109375,0.012765859374583188,1
2.191200927734375,0.010682835576860117,1
2.216574951171875,0.008374305075948385,1
2.240797119140625,0.0051670756430320375,1
2.26589599609375,0.0024276286053199203,1
2.292138916015625,-5.580565122757508e-4,1
2.3183740234375,-1.993514017410991e-4,1
2.345947998046875,-0.0027198294028735748,1
2.370873046875,-0.00465835901910433,1
2.397927978515625,-0.010118839347426689,1
2.425093994140625,-0.014837975069981524,1
2.454739013671875,-0.01614058986835626,1
2.484596923828125,-0.0216566557774176,1
2.518218994140625,-0.022326339153858177,1
2.5519150390625,-0.02204764909201168,1
2.588888916015625,-0.023032686152239246,1
2.62927197265625,-0.02469361043267071,1
2.668365966796875,-0.025310413392665265,1
2.709157958984375,-0.02528089788751192,1
2.751361083984375,-0.024813907929411183,1
2.796343017578125,-0.02742434312453379,1
2.855339111328125,-0.02588927403031338,1
2.9382890625,-0.029003972463938044,1
3.03968310546875,-0.0300459457971744,1
3.165550048828125,-0.03486641164233173,1
3.336219970703125,-0.032794115171639715,1
3.588680908203125,-0.03867513885136664,1
3.9,-0.04066159998386071,1
0.1589429931640625,-0.29242224173123893,2
0.6837750244140625,-0.17732954042872798,2
0.8063679809570312,-0.1490580769167528,2
0.8831950073242187,-0.11837614441933669,2
0.9416199951171875,-0.09152135360796246,2
0.9902269897460938,-0.07402518240674219,2
1.0296829833984376,-0.042588746131374255,2
1.0638909912109376,-0.020523298591977213,2
1.094822998046875,-0.014283529962550612,2
1.1232650146484375,-0.002405322851563696,2
1.1504139404296876,0.0052652414607388676,2
1.1769599609375,0.010210488247217098,2
1.2014339599609376,0.013312485975854493,2
1.2250009765625,0.016911192738180036,2
1.2464429931640626,0.02127419263165381,2
1.2681259765625,0.027569272133362188,2
1.2882349853515624,0.029403783012950158,2
1.3088409423828125,0.03579361834801037,2
1.328637939453125,0.036331685534314206,2
1.3473199462890626,0.036743925997300364,2
1.36481396484375,0.038645383557514956,2
1.3814649658203124,0.03966658892152197,2
1.39845703125,0.04182379193214658,2
1.415364990234375,0.04346346517295552,2
1.4326490478515626,0.044272794184978426,2
1.449301025390625,0.04545647896008814,2
1.46735400390625,0.047803083428349824,2
1.4855560302734374,0.0486327069410315,2
1.504239013671875,0.04781614312996535,2
1.52310498046875,0.04829873568788495,2
1.541491943359375,0.04812879317406904,2
1.5613360595703125,0.048594956731177474,2
1.5807919921875,0.04523653138656414,2
1.59983203125,0.04665221283518822,2
1.618178955078125,0.04783863181229908,2
1.6382650146484374,0.047584501697764736,2
1.658676025390625,0.04677060747389822,2
1.6783270263671874,0.04403484081089504,2
1.69785400390625,0.04321116812177467,2
1.7167080078125,0.04167772234353273,2
1.73668896484375,0.04040664963049162,2
1.756001953125,0.04040878184665164,2
1.7743590087890626,0.03801898967179601,2
1.793634033203125,0.03743762841160564,2
1.8120810546875,0.03751594493545429,2
