psim7,YieldEffect
0.1589429931640625,-0.297454239235089
0.683781005859375,-0.18226084709752108
0.8050289916992187,-0.15116969112872408
0.881489990234375,-0.12489719002621624
0.93952001953125,-0.09121998110565274
0.98781201171875,-0.07379859818552928
1.026801025390625,-0.04106234149335969
1.0622230224609375,-0.019489308082018375
1.0944840087890626,-0.012491535167564405
1.1225989990234375,-0.0011419985279474965
1.1501669921875,0.0067340013410669974
1.1768380126953124,0.011717603214702721
1.2010799560546874,0.015314379799306832
1.2249169921875,0.019377213799309956
1.2468170166015624,0.022456296428710554
1.2684229736328125,0.028426539230408776
1.288656982421875,0.029907648582879587
1.3093900146484374,0.03636213557139645
1.3290069580078125,0.03718986696291693
1.3478160400390624,0.03776521301697161
1.3655989990234374,0.03876546382626461
1.3823060302734376,0.040478793881314756
1.3992249755859374,0.04347400500681514
1.4165059814453125,0.04467412154117423
1.433635986328125,0.04565416022425489
1.4507139892578125,0.047037909063068206
1.4686829833984374,0.04910480506421022
1.4868499755859375,0.04888300064907064
1.505468017578125,0.048919838633389945
1.524260986328125,0.04875263439889954
1.54318603515625,0.04845852298832931
1.562719970703125,0.048894730032319755
1.5820450439453124,0.046171929550192725
1.6008570556640624,0.04739834442538321
1.6202430419921876,0.04751013294702339
1.6401820068359374,0.046257114881034345
1.65997802734375,0.046529006951336827
1.6799990234375,0.04383469140257268
1.6996610107421875,0.043622937919030325
1.7181070556640625,0.04215884299423578
1.737886962890625,0.04069563252837244
1.7573310546875,0.03932947042957369
1.775593994140625,0.03742014542257033
1.7944339599609376,0.03618533779339117
1.8129239501953125,0.03600030656130582
1.8321529541015624,0.03418683540272088
1.85133203125,0.03377431056017666
1.8697679443359374,0.032526718674588895
1.88852294921875,0.032647195213640456
1.908031982421875,0.03280263795773186
1.9283480224609375,0.030673252385731375
1.9479520263671875,0.030009254550498687
1.9684759521484374,0.029456896792791953
1.989241943359375,0.02770490363406325
2.0102359619140624,0.026764824581616553
2.0316619873046875,0.025385221041903938
2.052804931640625,0.023048050569747902
2.07502099609375,0.0223890947536185
2.09758203125,0.019386642100728546
2.120906982421875,0.01591229857420623
2.144466064453125,0.015169178073541179
2.16944189453125,0.013778486371995913
2.193700927734375,0.01083299960535461
2.2193291015625,0.008398828046487117
2.243301025390625,0.005442509956302799
2.268423095703125,0.0031107958737871533
2.29476611328125,-0.0010714836906404734
2.321623046875,-0.0018083943591775675
2.348469970703125,-0.004145820514019349
2.373464111328125,-0.005933118943360849
2.4009951171875,-0.010643718729690776
2.429092041015625,-0.014900039824982947
2.458262939453125,-0.016563845201997884
2.489343017578125,-0.020830541830049343
2.52247998046875,-0.02175825892904404
2.5563310546875,-0.021751982649296675
2.59372802734375,-0.023580310468616417
2.633326904296875,-0.024310808816852103
2.67222705078125,-0.024545439975656003
2.71185791015625,-0.02563009791270915
2.7534580078125,-0.025287143229544007
2.798324951171875,-0.027473418965668406
2.85934912109375,-0.02604732248140601
2.942403076171875,-0.03118382443126705
3.044719970703125,-0.032720764494541366
3.16893994140625,-0.03644858549605279
3.34431494140625,-0.033677880833385576
3.600031982421875,-0.03969275004580136
3.9,-0.041590010967216484
