psim7,YieldEffect
-0.05431186685564748,-0.032399021705029306
0.8050525495132741,-0.001756680435701468
0.9328236133173738,0.005834288313003887
1.010312532125226,0.010887154202516784
1.0680072403227796,0.01592284357314131
1.115448550495639,0.017507749803149134
1.1560049451473788,0.02076028035083205
1.191195879719603,0.020975369988233364
1.2236516926548535,0.02166863435167269
1.2535922338834409,0.022199475804661147
1.2819510156736489,0.023142067745024177
1.3076605927373852,0.023976149309894203
1.331927596654421,0.024238826522405985
1.3539957470793382,0.026043853683502663
1.3762922764876344,0.0264951092715335
1.3971319410257523,0.026945384256657802
1.4165362491322255,0.02749365383563706
1.4359173232338105,0.027640300864240096
1.4541243701755648,0.027686881065630498
1.471325552872744,0.027602975902226178
1.4888171586144243,0.02726808633292143
1.5059238565554935,0.027046970459589106
1.5219498600674224,0.026990740945920424
1.5376836150806523,0.026944010673900176
1.553677020971996,0.026622295005354554
1.5685035353985315,0.02642853691275704
1.5830867713855592,0.0263391322112589
1.5977122666932295,0.02603743513798292
1.6122957206685735,0.025892064326884706
1.6270775691119876,0.025674896186519747
1.6409630180787285,0.02568492303712188
1.6545607179995492,0.02549390962323768
1.6683235585451106,0.02489935692265438
1.68167164374803,0.024432698788461098
1.6946748507647564,0.0240194612868739
1.7076128604601242,0.023706173078220538
1.7207429583721234,0.02355540010031864
1.7337773000548733,0.023422399488965795
1.7469356889883632,0.023078122438008476
1.760166769717424,0.022700881532954388
1.7724646493329284,0.02221421433596446
1.7845878401264583,0.021629316677804072
1.79659529373894,0.02106312365886156
1.8084184117636093,0.020314305615596467
1.8209725697170005,0.019770232842707583
1.8332519227522777,0.01878927362256047
1.845324981303741,0.017980134479822905
1.857399359622231,0.017063601751639512
1.8698916287468632,0.016705886970321868
1.881705056346655,0.015981218140539592
1.8941075947905188,0.015440571354767868
1.9060918159519376,0.014810221840733835
1.9182857769779516,0.013862020707281424
1.9303576785198824,0.01195247221538829
1.9423111042908623,0.010745504304790383
1.954433844540734,0.01010230613615512
1.967081965245316,0.009879109484473299
1.979963707600903,0.008809649073013119
1.9923532245566784,0.008206074359620438
2.0049815010366103,0.0071759677514182385
2.017642724119565,0.006110776884910171
2.0299356376517808,0.00476935479382537
2.042731433263309,0.0037294626363367916
2.0554423754070665,0.0026578867537302223
2.06804842031223,0.0019424883579770638
2.080836682819024,7.440677116565333e-4
2.0939247678907993,-3.4552772178422786e-4
2.107119745996262,-0.0012359069072405693
2.120850543499875,-0.00217602840847627
2.134344941794327,-0.003335229806183934
2.1481822188290787,-0.005135229128867026
2.162543668081187,-0.006138388516434827
2.1770679331740816,-0.007697055514238625
2.192098749711326,-0.009173603459723064
2.206739875415084,-0.010411811139518865
2.2217000793496786,-0.011838269644975561
2.237318500596089,-0.014199675844532134
2.253792437837182,-0.01615802687870563
2.270489646487083,-0.017603788006845113
2.287074665539782,-0.01900340094024415
2.3040440602084225,-0.0223685761610468
2.3215971308320165,-0.02369021390375562
2.3407944730294536,-0.025114794950641346
2.360549856376851,-0.027179934921095716
2.380719405811003,-0.028501361612929713
2.401835756399469,-0.031892944868774344
2.423585910674502,-0.034712498842483244
2.4462496337841526,-0.03666405170159236
2.4707178371566947,-0.03844474680612003
2.496747435110112,-0.04149385879608719
2.5247970836669715,-0.04371460307541285
2.5560205640477145,-0.04715824205017462
2.5879412064300356,-0.05134157123802621
2.6236956784643324,-0.05557753233314251
2.6635622905047653,-0.060201870327497756
2.709842435341141,-0.06601489737507432
2.7654109165764393,-0.07172885919735816
2.8348596678024607,-0.08141489368033514
2.918549056127721,-0.09068849978975835
3.054129994462991,-0.11964529223548728
4.226135373179726,-0.17155949737640588
