psim7,YieldEffect
0.171468994140625,-3.9970780678264983
0.6877069702148437,-0.2684110752408677
0.80451202392578125,0.156555689433711
0.8848150024414062,0.23980379319215306
0.944218017578125,0.28565651298638883
0.9945150146484375,0.30782113723706406
1.0349840087890625,0.3200958040765576
1.07143994140625,0.3267281651460685
1.1042230224609375,0.333661669853492
1.1347550048828126,0.33825256065068743
1.1636300048828125,0.339297770622764
1.1907840576171875,0.34170682891270143
1.216593017578125,0.3432135738489501
1.241387939453125,0.34350542961829866
1.264677978515625,0.34390409000262423
1.2876290283203125,0.34418546814673423
1.3088690185546874,0.3443362373165346
1.3304210205078124,0.34428209605601623
1.3503089599609375,0.34405491833782165
1.369345947265625,0.3430070024567513
1.38770703125,0.3430473315689566
1.406636962890625,0.34193594668227956
1.4249189453125,0.34211815390809264
1.4433919677734375,0.34171137391799
1.461886962890625,0.34096604074060366
1.4806590576171874,0.3403119235314094
1.4999300537109375,0.3388721652463067
1.519510986328125,0.33770578350867986
1.53943994140625,0.33652956601582584
1.559511962890625,0.33493354649273677
1.5798349609375,0.3336094116212518
1.5990479736328125,0.33201509541520213
1.61868603515625,0.32919484396038623
1.639470947265625,0.3267624238463265
1.66014501953125,0.32409856294814965
1.6807740478515625,0.32189862869018615
1.7006290283203125,0.31941467420258984
1.7198890380859375,0.31602010927125335
1.7398690185546875,0.31330466585224315
1.7587769775390625,0.31076354264327133
1.7784110107421875,0.3072797344382412
1.797345947265625,0.30399179815142396
1.8159219970703124,0.30107317012974555
1.8363349609375,0.29809397395823733
1.855239990234375,0.29471653452151614
1.873802978515625,0.29040380159122847
1.8933160400390625,0.2870528031631574
1.912302001953125,0.2826749019511059
1.9320899658203126,0.27661427039859277
1.9518270263671875,0.27007854351449456
1.972114013671875,0.26456257584865295
1.9926629638671876,0.2583640418969564
2.0134239501953126,0.2533637974873679
2.034988037109375,0.24719412757535686
2.05639794921875,0.23871025288000602
2.078006103515625,0.23313102053688528
2.1005458984375,0.2218624658438495
2.12431396484375,0.2093652418104881
2.14798193359375,0.19803399096890928
2.171321044921875,0.19223778890797316
2.19487890625,0.18315500512500904
2.2187919921875,0.17284532671850883
2.2422470703125,0.16042902532539927
2.2655869140625,0.14498364114336315
2.2907880859375,0.12488509603705022
2.316551025390625,0.11434160327034082
2.34131298828125,0.10511534400256828
2.365931884765625,0.08049833366640424
2.390989990234375,0.04348919358328107
2.417864013671875,0.020624650625348906
2.443968017578125,4.506728746780375e-4
2.47235693359375,-0.02661249491972839
2.5026201171875,-0.04211166431833524
2.5345009765625,-0.06049603056945152
2.56772998046875,-0.07278043025812098
2.603154052734375,-0.08368347070220983
2.63914208984375,-0.0938955555331904
2.67581201171875,-0.1045458410177984
2.71220703125,-0.11507734050580831
2.75160205078125,-0.12951204665177274
2.794094970703125,-0.14291273296194262
2.846702880859375,-0.15517822051146357
2.91989404296875,-0.17345959395257937
3.009614990234375,-0.19383603380466363
3.1125009765625,-0.22290405171268146
3.245306884765625,-0.2594140026375129
3.41877294921875,-0.3468554176153691
3.687632080078125,-0.7495401794200167
3.9,-1.3857820311964018
